Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Angola,AGO,108.3,103.8,98.4,92.5,85.8,78.9,72.2,66,60.3,55.4,51.1,47.6,44.6,42.2,40.3,38.8,37.6,36.7,36,35.5,34.9,34.4,33.7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Antigua and Barbuda,ATG,12.1,11.9,11.6,11.3,11,10.7,10.5,10.2,10,9.7,9.5,9.3,9.1,8.9,8.7,8.6,8.4,8.3,8.1,8,7.8,7.6,7.4
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Argentina,ARG,16.7,16.2,15.8,15.3,14.9,14.4,14,13.6,13.2,12.8,12.4,11.9,11.4,10.9,10.4,10,9.7,9.4,9.1,8.9,8.7,8.5,8.4
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Armenia,ARM,27.8,26.3,25,23.6,22.4,21.2,20.1,19.1,18.1,17.2,16.3,15.5,14.8,14.1,13.4,12.8,12.2,11.7,11.2,10.7,10.2,9.7,9.3
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Australia,AUS,5.1,5,4.9,4.9,4.8,4.8,4.7,4.5,4.4,4.2,4,3.8,3.6,3.5,3.4,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Austria,AUT,4.6,4.5,4.4,4.3,4.2,4.1,4,3.9,3.8,3.7,3.6,3.5,3.4,3.3,3.2,3.1,3,3,2.9,2.9,2.9,2.8,2.8
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Azerbaijan,AZE,61.1,56.8,52.7,48.9,45.4,42.2,39.2,36.6,34.1,31.8,29.7,27.7,25.9,24.2,22.6,21.1,19.8,18.6,17.5,16.5,15.6,14.7,13.9
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Bahamas, The",BHS,13.7,13.9,14.1,14.3,14.4,14.5,14.4,14.2,14,13.7,13.4,13.1,12.9,12.6,12.4,12.3,12.2,12.1,12,16,11.9,11.7,11.6
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Bahrain,BHR,10.5,10,9.7,9.4,9.1,8.8,8.5,8.1,7.8,7.4,7.1,6.8,6.6,6.5,6.4,6.3,6.3,6.3,6.4,6.5,6.6,6.8,7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Bangladesh,BGD,59.8,56.6,53.6,50.8,48.3,46,43.8,41.8,40,38.3,36.8,35.3,33.9,32.6,31.2,29.8,28.5,27.3,26.2,25.4,24.8,24.5,24.4
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Barbados,BRB,13,13.1,13.3,13.4,13.5,13.5,13.4,13.2,13,12.9,12.7,12.5,12.4,12.2,12,11.7,11.5,11.2,10.9,10.6,10.2,9.9,9.6
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Belarus,BLR,9.9,9.2,8.5,7.8,7.2,6.7,6.1,5.6,5.1,4.6,4.2,3.9,3.7,3.5,3.3,3.1,2.9,2.8,2.6,2.4,2.2,2.1,2
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Belgium,BEL,4.8,4.7,4.5,4.4,4.2,4.1,4,3.9,3.8,3.8,3.7,3.6,3.5,3.5,3.4,3.4,3.4,3.3,3.3,3.3,3.2,3.2,3.2
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Belize,BLZ,19.6,18.9,18.4,17.9,17.4,17.1,16.8,16.5,16.2,15.9,15.5,15.1,14.7,14.2,13.6,13.1,12.6,12.1,11.7,11.4,11.1,11,10.9
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Benin,BEN,79.7,77.8,76,74.3,72.6,71,69.4,67.9,66.5,65.1,63.8,62.4,61.1,59.8,58.4,57,55.8,54.4,53.1,51.8,50.4,49.1,47.8
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Bhutan,BTN,59.4,56,52.8,49.7,46.6,43.7,40.9,38.3,35.8,33.6,31.5,29.5,27.7,26,24.4,22.9,21.6,20.3,19.1,17.9,16.9,15.9,15.1
